project,commit_id,contains_bug,bug_probability,prediction,error_type,time_stamp,ns,nd,nf,entropy,la,ld,lt,is_fix,ndev,age,nuc,exp,rexp,sexp,htmlcss,strict,bdom,so,tc
pdf.js,b2235ec9c46c1e7b5a47dd4d5034fcc856ab6fd3,False,0.368789247790847,0,True Negative,1547287251,1,1,1,0.0,28,0,840.0,0,2.0,0.69,21.0,1903,673.17,441.0,0.0,0.0,0.0,0.0,0.0
anime,8e19aae1440c3a234e774054f749220085edcad7,False,0.42613319689774753,1,False Positive,1547294514,1,1,1,0.0,186,1,3880.0,0,1.0,0.93,75.0,728,393.83,314.0,0.0,0.0,0.0,0.0,0.0
anime,287743b323adca42d4da844f1cd9134af985f772,False,0.09948699155933874,0,True Negative,1547294570,1,1,1,0.0,1,1,4065.0,1,1.0,0.0,76.0,729,394.83,315.0,0.0,0.0,0.0,0.0,0.0
anime,4cd7ae4ec38e479cf40a222c1e275a4297e44db3,False,0.005360169753428171,0,True Negative,1547294659,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,730,395.83,0.0,0.0,0.0,0.0,0.0,0.0
anime,c384ad41f52a5585da601cee8b2f4ac3876ff8cf,False,0.005360169753428171,0,True Negative,1547294837,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,731,396.83,0.0,0.0,0.0,0.0,0.0,0.0
babel,3e4b608a80120f33ac3ddd8449bd1497736ffbfa,False,0.7724551638468957,1,False Positive,1547301263,2,4,2,0.4056389999999999,12,4,953.0,0,35.0,18.86,88.5,153,97.27,69.5,0.0,0.0,0.0,0.0,0.0
three.js,918d44202b90d5b2ad4b9f12c3496cb012088eea,False,0.08685679531188677,0,True Negative,1547307022,1,1,1,0.0,2,4,430.0,1,10.0,371.47,211.0,1242,637.34,381.0,0.0,0.0,0.0,0.0,0.0
babel,d6b4ab75eeaabd44ec037cd690f0fdeec6efefd3,False,0.0008514221691884319,0,True Negative,1547307709,1,1,0,0.0,0,0,0.0,1,0.0,0.0,0.0,1162,416.24,515.0,0.0,0.0,0.0,0.0,0.0
meteor,e0763170e98d05b48b00ec47d5a03c8f2a00c09e,False,0.784529551978375,1,False Positive,1547308655,1,3,8,0.307079,474,486,748.75,0,31.0,329.97,49.62,0,0.0,0.0,0.0,0.0,0.0,13.0,5.0
anime,0d745f273471fb6161a67ab95c8b2cd759c56b07,False,0.3443210351664101,0,True Negative,1547311776,1,1,1,0.0,2,2,4065.0,1,1.0,0.2,77.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anime,042d50234ec0978d8ddb6c06ee52f010e2f248b5,False,0.40754903584457625,1,False Positive,1547312357,1,1,1,0.0,21,12,1266.0,0,2.0,3.74,48.0,0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
parcel,ee00c3eca29fc88d125949441eed7682e216bac5,True,0.9692859003875776,1,True Positive,1547314790,1,14,27,0.417012,436,225,194.93,0,38.0,10.52,7.07,822,443.24,291.0,0.0,0.0,0.0,14.0,6.0
serverless,c38bfaa6766f6aa1c30d1d8f15b696ee09d38d08,False,0.0053133057219868374,0,True Negative,1547316039,1,1,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
parcel,58a034871bcaa7abe30065f9b9f9a5417b1d389b,False,0.6772437688331516,1,False Positive,1547317240,1,3,5,0.417126,24,0,231.6,0,5.0,16.34,3.2,7,5.76,6.0,0.0,0.0,0.0,0.0,0.0
pdf.js,eb7cd884edd8f3f7999387ef626e1bdea3ad67b9,False,0.009768698096941763,0,True Negative,1547319729,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,1460,571.42,0.0,0.0,0.0,0.0,0.0,0.0
pdf.js,b531fc4106b64f792ebfde49178096a1b982d3a1,False,0.24833788781500363,0,True Negative,1547321483,2,3,1,0.0,12,1,1194.0,1,2.0,139.82,120.0,1904,673.84,574.0,0.0,0.0,0.0,0.0,0.0
material-ui,869d2699f42be84a3528f73080434a5b409b706c,True,0.7946369169895614,1,True Positive,1547325950,2,2,1,0.0,123,78,638.0,0,16.0,1.08,23.0,591,226.34,140.5,0.0,0.0,0.0,0.0,0.0
babel,531456eb34bc6f2863fd585f93904af073ceafd1,False,0.16372005386203342,0,True Negative,1547325973,1,3,1,0.0,2,2,7.0,0,3.0,185.79,3.0,404,178.23,167.0,0.0,0.0,0.0,0.0,0.0
pdf.js,a37ea16013819a84882eb4dafd1fdb2bb87ef362,False,0.009768698096941763,0,True Negative,1547328053,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,1461,572.35,0.0,0.0,0.0,0.0,0.0,0.0
pdf.js,ed918bad21f916893c0c9789d144c020e2c6323e,False,0.0018609144893618674,0,True Negative,1547328460,1,1,1,0.0,0,1,215.0,0,1.0,6.09,3.0,1462,573.34,106.0,0.0,0.0,0.0,0.0,0.0
pdf.js,35415b935c9f389635411a2e510645e3213f4d63,False,0.009768698096941763,0,True Negative,1547328518,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,1463,574.34,0.0,0.0,0.0,0.0,0.0,0.0
three.js,252d51b97853641ff6b154be3758feae74ab318d,False,0.3772889594167197,0,True Negative,1547331171,1,1,1,0.0,28,0,52.0,0,2.0,68.3,7.0,57,42.69,8.0,0.0,0.0,0.0,0.0,0.0
babel,a24206eb9670a6b7f66495d6359b3f1d288a00da,False,0.5602095946269735,1,False Positive,1547336122,1,2,2,0.210758,12,2,45.5,1,2.0,17.25,2.5,154,98.2,123.0,0.0,0.0,0.0,0.0,0.0
anime,4073db5f52f07c794b595deb74ba3f769a316a84,False,0.0052884162275654255,0,True Negative,1547336176,1,1,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
three.js,79f0dc5f171633e9a73a6884e6a2e51ed8bfe2bc,False,0.0009936418736791381,0,True Negative,1547347069,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,13316,3837.34,0.0,0.0,0.0,0.0,0.0,0.0
serverless,80a672a051bf4386c862ae222ce6ac9d5de5bd90,True,0.7175830176882515,1,True Positive,1547357507,2,3,4,0.230009,115,0,468.75,0,3.0,178.73,55.0,3,2.32,1.0,0.0,0.0,0.0,1.0,0.0
serverless,cfafd3c94114a4383a63cee5430e60d6310ffba8,False,0.5882207159995109,1,False Positive,1547360087,1,2,2,0.0700276,19,19,685.0,1,3.0,0.03,60.0,4,3.32,3.0,0.0,0.0,0.0,0.0,0.0
three.js,6f62caa05314ba5fa18a222124a760a5812959c1,False,0.4735725838706294,1,False Positive,1547371581,1,1,1,0.0,20,5,2646.0,0,39.0,15.58,1699.0,8,5.21,8.0,0.0,0.0,0.0,4.0,0.0
three.js,90df746cc5a81cbe445761d701401e6e35bb1c93,False,0.2974401255546039,0,True Negative,1547372876,1,1,1,0.0,5,7,459.0,0,9.0,33.0,110.0,9,6.21,0.0,0.0,0.0,0.0,0.0,0.0
material-ui,40f4328ee2f1fd423143238a0e552215185fa7de,False,0.5373135048111517,1,False Positive,1547373060,2,2,1,0.0,4,2,461.0,0,29.0,32.02,150.0,8,4.07,0.5,0.0,0.0,0.0,0.0,0.0
material-ui,f9239ba0303a94f56977ec05b2559e0748a3b332,True,0.42532719151367127,1,True Positive,1547373091,2,9,2,0.906557,44,1,122.5,0,13.0,74.05,57.5,2502,1135.79,648.5,0.0,0.0,0.0,1.0,0.0
material-ui,e54b154c495c8933caacfd24c9a63366baad8a47,False,0.0053133057219868374,0,True Negative,1547373123,1,1,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
material-ui,56a054c641b82e111632caa27a8f753fca30f8f9,True,0.6460594173954225,1,True Positive,1547373145,2,2,1,0.0,10,1,683.0,1,16.0,0.55,24.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
material-ui,c9cdd08f319845161f932ae1fb645dc0fa8a4e50,False,0.24588114634851338,0,True Negative,1547373175,3,4,4,0.436254,5,8,123.5,0,11.0,9.11,28.0,2503,1136.79,544.6669999999998,0.0,0.0,0.0,0.0,0.0
material-ui,35fd3b8cf4e60f7fa5e04c211320197b935ba3b8,True,0.9664031138193884,1,True Positive,1547374077,5,38,64,0.527777,452,550,177.52,0,125.0,59.57,10.12,1,0.86,0.2,0.0,0.0,0.0,32.0,4.0
material-ui,6212b45fef8e6f3253147f9f74a457c1bdcefda9,False,0.2075435657337142,0,True Negative,1547374741,1,1,1,0.0,3,3,157.0,1,12.0,0.02,100.0,2504,1137.76,344.0,0.0,0.0,0.0,0.0,0.0
material-ui,86199ea9ad5c15655618fb89cdca123177920928,True,0.37343965816452923,0,False Negative,1547374773,1,2,1,0.0,2,0,209.0,1,5.0,5.49,14.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anime,70de08e83c542af2f02e8c9a0305d85f0021d977,False,0.005360169753428171,0,True Negative,1547375462,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,732,397.17,0.0,0.0,0.0,0.0,0.0,0.0
anime,880dfa32096517d5dfd5d6c6db9ecbd3e77c81ed,False,0.005360169753428171,0,True Negative,1547375685,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,733,398.17,0.0,0.0,0.0,0.0,0.0,0.0
anime,2aa6fbe48a933740336aa078723d6f18e26ff3c7,False,0.005360169753428171,0,True Negative,1547376802,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,734,399.16,0.0,0.0,0.0,0.0,0.0,0.0
anime,350007bae1cca2001b875e49a8740cc4c2e99d7d,False,0.005360169753428171,0,True Negative,1547376910,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,735,400.16,0.0,0.0,0.0,0.0,0.0,0.0
anime,fdb7c7a83124760ff2c6bb0848b7316fd485ec0e,False,0.4514273595314692,1,False Positive,1547377288,1,1,1,0.0,55,0,0.0,0,0.0,0.0,0.0,736,401.16,316.0,0.0,0.0,0.0,0.0,0.0
babel,4944e9e180a4cf329d7191e3ea0dffbab527b36c,False,0.0007476886113294858,0,True Negative,1547384446,1,1,0,0.0,0,0,0.0,0,0.0,0.0,0.0,1163,416.83,516.0,0.0,0.0,0.0,0.0,0.0
serverless,5790c3a69c1a1d10caea63767a24e4cca9b90a50,True,0.6063400675634424,1,True Positive,1547385345,1,1,2,0.144386,48,1,879.5,1,2.0,9.05,95.0,49,46.22,46.0,0.0,0.0,0.0,0.0,0.0
serverless,4d4824f719d377834f43ccb5315b66953a85c30c,False,0.19981018217138644,0,True Negative,1547385369,1,1,1,0.0,1,0,553.0,0,3.0,0.0,145.0,50,47.22,47.0,0.0,0.0,0.0,0.0,0.0
serverless,2f76b6e08d185c476f3fc7f73047871632b3494e,False,0.2407713007310053,0,True Negative,1547386506,1,1,1,0.0,1,1,1253.0,1,3.0,0.01,100.0,51,48.22,48.0,0.0,0.0,0.0,0.0,0.0
pdf.js,6279fc601a3fd1db969a98feb23c1cb661f68bea,False,0.36173306424177304,0,True Negative,1547387427,1,1,1,0.0,13,4,316.0,1,2.0,33.79,16.0,1464,574.78,107.0,0.0,0.0,0.0,0.0,0.0
pdf.js,5efc902fb888a2df59b61fe39f77b90b101efd95,False,0.009768698096941763,0,True Negative,1547388557,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,1465,575.77,0.0,0.0,0.0,0.0,0.0,0.0
babel,40ae6568a45bdeb6e25bc4f4ef180ca9894a0ecd,True,0.21585923483725744,0,False Negative,1547389953,1,4,3,0.655459,3,2,148.0,0,11.0,79.58,23.33,405,179.05,168.0,0.0,0.0,0.0,0.0,0.0
pdf.js,5cb00b79676bd84554ff3368d4f14d8470916039,False,0.009768698096941763,0,True Negative,1547390508,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,1466,576.76,0.0,0.0,0.0,0.0,0.0,0.0
three.js,c07c597153e7eaaa7eae49f4afb27505c7d702ce,False,0.008346987789937444,0,True Negative,1547403315,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,1243,637.22,0.0,0.0,0.0,0.0,0.0,0.0
three.js,fdf31c0c9396cc540b867f3dfcad1adde06781f7,False,0.5490408417729981,1,False Positive,1547404813,1,2,5,0.442831,16,11,1432.4,1,1.0,9.98,0.2,58,43.61,25.0,0.0,0.0,0.0,0.0,0.0
three.js,cdf0bba21a8b3a264f21dcea59dbca28b39905a5,False,0.2308361934629943,0,True Negative,1547404872,1,1,3,1.0,3,3,952.0,0,2.0,0.0,0.67,59,44.61,26.0,0.0,0.0,0.0,0.0,0.0
serverless,a30e6db33e12db0898e66096ce838bb28b2939c7,False,0.004999670472710857,0,True Negative,1547409782,1,1,0,0.0,0,0,0.0,0,0.0,0.0,0.0,5,4.31,1.0,0.0,0.0,0.0,0.0,0.0
serverless,c2a4e938445afe321307619a5690843c2275c925,False,0.26201575719078424,0,True Negative,1547409996,1,1,1,0.0,19,0,1264.0,0,3.0,0.58,101.0,6,5.31,4.0,0.0,0.0,0.0,0.0,0.0
Chart.js,f3dd96779abd7b0032f8ee6c6bf13bc5ac576828,True,0.8592233122110042,1,True Positive,1547410647,3,8,28,0.4902359999999999,1058,118,40.82,0,11.0,2.85,5.61,667,184.63,102.0,0.0,0.0,3.0,0.0,0.0
Chart.js,352e53a0b678b5de773ad5b5c54ea4c5be7ccf64,False,0.0053133057219868374,0,True Negative,1547410825,1,1,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
parcel,b13257f79a6bb95d41c3f7f7ed5edaf6f29f19c6,False,0.4042913736101604,1,False Positive,1547414640,2,5,3,0.424259,13,6,414.67,0,15.0,94.72,18.0,8,6.74,3.5,0.0,0.0,0.0,0.0,0.0
babel,694e3fd8cf321988c0f1d97e59a3df77adabad5b,True,0.8217464873676541,1,True Positive,1547420084,1,1,2,0.0864136,79,140,226.5,0,27.0,13.59,34.5,155,99.01,124.0,0.0,0.0,0.0,4.0,0.0
serverless,6b2853b144d4e5134e62be92083c79e8b3a3a7e6,False,0.005435326557553021,0,True Negative,1547421394,1,1,0,0.0,0,0,0.0,0,0.0,0.0,0.0,7,6.31,2.0,0.0,0.0,0.0,0.0,0.0
serverless,011e8d52cbfdf06aef374688de5172d497970178,False,0.0053133057219868374,0,True Negative,1547422195,1,1,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
three.js,533ff0ec9caa98639de8bb3f2c9b9a639ff428b8,False,0.4439792693790181,1,False Positive,1547425897,1,1,1,0.0,19,19,1068.0,0,6.0,6.15,69.0,613,287.51,149.0,0.0,0.0,0.0,0.0,0.0
serverless,96906c1c708d6fee1e45eb796012fca8bdeb6929,False,0.008256696262991326,0,True Negative,1547429153,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,137,118.13,0.0,0.0,0.0,0.0,0.0,0.0
serverless,049f46cdf8ee03c176bd99d5df5ef0fac5d5212e,False,0.0032279084842418413,0,True Negative,1547429512,1,1,0,0.0,0,0,0.0,1,0.0,0.0,0.0,138,119.13,18.0,0.0,0.0,0.0,0.0,0.0
serverless,3517b1f6218392187fa87b57b2ace2283dd39f27,False,0.1269583032577998,0,True Negative,1547440311,1,1,1,0.0,1,1,1283.0,0,3.0,0.35,102.0,8,7.3,5.0,0.0,0.0,0.0,0.0,0.0
hyper,ff8fb849171539f305eb20cb238bfec3f6e9eead,False,0.004939979644508936,0,True Negative,1547443378,1,1,0,0.0,0,0,0.0,1,0.0,0.0,0.0,14,13.57,7.0,0.0,0.0,0.0,0.0,0.0
three.js,4fd587101ffe3bbb4217e9b2f790eafa01f6dd8a,False,0.24677425965850708,0,True Negative,1547448959,1,1,1,0.0,6,3,219.0,0,4.0,46.18,49.0,208,103.54,43.0,0.0,0.0,0.0,0.0,0.0
three.js,b1da820c581101ae1cb910f986beaf660dd10e57,False,0.15775952617997338,0,True Negative,1547449039,1,1,1,0.0,1,1,222.0,0,4.0,0.0,50.0,209,104.54,44.0,0.0,0.0,0.0,0.0,0.0
webpack,2b2c17ffb60e7e73e6744f31caeec5e1cd06a891,False,0.0056735592894884114,0,True Negative,1547453894,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,5179,2162.28,0.0,0.0,0.0,0.0,0.0,0.0
material-ui,25b14eca749c99c93cf2b3deb767b4eae4dad61c,False,0.0052884162275654255,0,True Negative,1547454297,1,1,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
material-ui,69240e550a9194dab03cc017a6b4f2de57780403,False,0.7323720060073529,1,False Positive,1547455310,1,1,2,0.239918,21,4,506.5,0,28.0,7.71,82.5,20,18.56,15.0,0.0,0.0,0.0,0.0,0.0
material-ui,105afe809f389f84bbf319569f3619a1135b1d39,False,0.0052884162275654255,0,True Negative,1547455341,1,1,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
material-ui,92882358260a71b0b0b39f7836ca90b2d103f96a,False,0.2928618707002574,0,True Negative,1547455390,1,1,1,0.0,2,2,93.0,1,6.0,62.6,11.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serverless,63ef31da4425ccb50bf1d66d5302bcb0f35c17ad,False,0.011086575358294935,0,True Negative,1547459531,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,1677,571.7,0.0,0.0,0.0,0.0,0.0,0.0
three.js,85f911fb5c3f2649aa6113a39bc0f5c3c57adef0,True,0.9253537466975328,1,True Positive,1547460207,2,12,51,0.70609,403,135,312.59,0,44.0,271.0,13.76,10,7.19,4.5,0.0,0.0,0.0,23.0,0.0
serverless,eb97334c224215c2b6e3bcda8c2997b3fb71d66d,False,0.0052884162275654255,0,True Negative,1547469659,1,1,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ghost,9837df0b6fb481082a0bf8b35deaf8248f1d79e3,False,0.5138242449139826,1,False Positive,1547471508,1,3,3,0.366305,6,13,95.33,0,7.0,5.74,11.0,106,88.65,86.0,0.0,0.0,0.0,0.0,0.0
serverless,5958a74b52e4751bc9015676af0c79f97adf0222,False,0.008256696262991326,0,True Negative,1547471588,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,139,119.99,0.0,0.0,0.0,0.0,0.0,0.0
three.js,d20c5c0daed138661116bacf8cc394671c8a1181,False,0.1832382011048005,0,True Negative,1547477467,1,1,1,0.0,2,1,84.0,1,2.0,117.5,15.0,1244,637.35,382.0,0.0,0.0,0.0,0.0,0.0
webpack,13581eebe6d16730085040e6c9c02b214236be90,False,0.2187327609097778,0,True Negative,1547477547,1,1,1,0.0,3,3,2590.0,0,8.0,42.95,353.0,8,7.51,6.0,0.0,0.0,0.0,0.0,0.0
yarn,94f83d661f6d57a8a0796f7450e4715175e3ca5d,False,0.24238575122933323,0,True Negative,1547477602,2,2,1,0.0,3,1,160.0,1,1.0,54.78,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
yarn,1aee5202b03873ffa2b068c5d422bb0bd0d63565,False,0.5306878992963507,1,False Positive,1547477954,2,2,1,0.0,9,0,156.0,1,13.0,68.96,18.0,1,0.68,0.5,0.0,0.0,0.0,0.0,0.0
yarn,c2283af55e5e2df1ba2ca19c4c2651f816aa5f1b,False,0.005236503262792557,0,True Negative,1547478182,1,1,0,0.0,0,0,0.0,0,0.0,0.0,0.0,2,0.64,1.0,0.0,0.0,0.0,0.0,0.0
yarn,fb03788279278084e81aac9cde40151a3134761b,False,0.4283635786900948,1,False Positive,1547478597,2,2,1,0.0,4,0,857.0,1,3.0,10.11,12.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
meteor,e5c6d2ab4c2c37f42371340cb56be450e028f433,False,0.4147183166101643,1,False Positive,1547480118,2,2,1,0.0,20,10,239.0,0,6.0,426.59,27.0,11,4.1,1.0,0.0,0.0,24.0,0.0,0.0
meteor,cdb58546628d41ed631b10adedae632ba488d75e,False,0.004165252504059682,0,True Negative,1547480571,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,4461,1794.73,0.0,0.0,0.0,0.0,0.0,0.0
meteor,6beef667178c829c7cc0611c74d5ce971ad58818,False,0.08396057682158548,0,True Negative,1547480647,1,1,1,0.0,1,1,15.0,0,7.0,358.79,128.0,4462,1795.72,1710.0,0.0,0.0,0.0,0.0,0.0
meteor,adaf6537571c5d62c644f9f6cab7ba7a19768c75,False,0.08061548821634877,0,True Negative,1547480743,2,10,9,1.0,9,9,28.78,0,28.0,2.58,111.22,4463,1796.72,1409.0,0.0,0.0,0.0,0.0,0.0
three.js,26a8991f6b2e4026c23d6a34becd886de6ead766,False,0.20300622484880423,0,True Negative,1547483179,1,1,1,0.0,2,2,139.0,1,3.0,91.57,43.0,1245,638.28,383.0,0.0,0.0,0.0,4.0,0.0
webpack,eeb6e2db1708471d6d16c322e2d8cd25ecececf0,False,0.37757057082544465,0,True Negative,1547483493,1,1,1,0.0,27,1,341.0,0,1.0,24.23,4.0,1,0.61,1.0,0.0,0.0,0.0,0.0,0.0
react,3e15b1c69014ad6767eac645228a052df861edc0,False,0.5934631178344253,1,False Positive,1547483756,2,2,2,0.688573,21,0,184.5,0,9.0,13.45,18.5,2,1.87,0.5,0.0,0.0,0.0,0.0,0.0
babel,c60c4dd375a137ae3926679622a496fce1d13bcb,False,0.8227801057830303,1,False Positive,1547484861,1,20,20,0.565081,113,2,578.75,0,75.0,-11.78,21.5,0,0.0,0.0,0.0,0.0,0.0,3.0,1.0
three.js,1b481fd89e1dd0a3501b86fcf0c9275fc8c652dd,False,0.7563961335154306,1,False Positive,1547488790,1,2,1,0.0,151,58,103.0,0,2.0,13.06,6.0,1246,639.22,631.0,0.0,0.0,0.0,0.0,0.0
Ghost,ceeb78b85b9f36e7e69d3b66148311d77831d1fc,True,0.17034130988618587,0,False Negative,1547489062,1,1,1,0.0,3,5,3511.0,1,1.0,9.88,18.0,72,54.38,55.0,0.0,0.0,0.0,0.0,0.0
Ghost,48d6e7298aedb2194e041ee2f7d5e45acb861835,False,0.3960499359343449,0,True Negative,1547489116,1,3,4,0.603759,8,8,150.5,0,4.0,36.88,2.25,73,55.38,56.0,0.0,0.0,0.0,0.0,0.0
jquery,c7c2855ed13f23322c4064407c1ed84561b95738,True,0.7935604015023567,1,True Positive,1547490594,2,4,6,0.478801,60,1,535.67,1,54.0,103.11,47.83,468,106.91,197.0,0.0,0.0,5.0,0.0,0.0
jquery,543d3d24eaefe09c4012171f30267783d51602dc,True,0.3950259757432332,0,False Negative,1547491768,1,1,1,0.0,5,2,2857.0,1,51.0,0.01,266.0,469,107.91,243.0,0.0,0.0,2.0,0.0,0.0
Ghost,732f97a074ed62df4509429990832baf4c33cadf,True,0.559597189695017,1,True Positive,1547491795,1,7,7,0.737214,9,13,364.43,0,27.0,79.35,61.29,1085,536.16,816.0,0.0,0.0,0.0,0.0,0.0
material-ui,5cac3e26ddee0c5ae7c08854e4103c1469e0c3f6,True,0.8736738096493428,1,True Positive,1547492235,5,7,7,0.268768,390,69,99.29,1,47.0,7.97,25.86,2505,1136.57,470.8,0.0,0.0,0.0,13.0,2.0
material-ui,733c694435994c32ef6927e27169d764dad5755a,False,0.2972226078321453,0,True Negative,1547492254,1,1,1,0.0,2,6,99.0,1,13.0,1.37,62.0,2,1.86,1.0,0.0,0.0,0.0,0.0,0.0
material-ui,c4b1add11e40a75ec215bea18ea11f0a7f9e9ab1,False,0.004088343574906806,0,True Negative,1547492327,1,1,0,0.0,0,0,0.0,0,0.0,0.0,0.0,38,33.33,13.0,0.0,0.0,0.0,0.0,0.0
material-ui,54de9fe803a0742f8940d3acf4dbe7094fa57280,False,0.25684627124225223,0,True Negative,1547492424,2,2,1,0.0,3,0,75.0,0,2.0,23.27,16.0,592,226.79,178.0,0.0,0.0,0.0,0.0,0.0
meteor,5e26ebb6a9d68cea176869ac3a83121dcee7e925,False,0.08762913706897262,0,True Negative,1547492509,2,3,2,0.35218,3,6,121.5,0,7.0,367.02,23.0,4464,1797.41,1233.0,0.0,0.0,0.0,0.0,0.0
Ghost,56db4ddd750fe3a234d7e7d9dc159380a6a4fa15,True,0.7109139728814386,1,True Positive,1547494601,1,2,3,0.400728,25,1,67.33,1,5.0,27.82,3.33,1086,537.14,817.0,0.0,0.0,0.0,0.0,0.0
material-ui,cfe4f60993f4e5a74541fe5b7e76617ecca805d8,True,0.9638463915121173,1,True Positive,1547495017,4,4,8,0.281711,386,19,63.62,1,41.0,39.38,20.75,34,30.91,15.25,0.0,0.0,0.0,3.0,0.0
Ghost,95b5fb1c8120bf33b54f14f7ba522e24b9806597,False,0.705297168608265,1,False Positive,1547496072,1,2,2,0.0462385,20,8,72.5,1,3.0,0.02,3.5,1087,538.12,818.0,0.0,0.0,0.0,0.0,0.0
anime,4a988779513def9576f221c9e76293f9a91662b7,False,0.11442218170330562,0,True Negative,1547500230,1,1,1,0.0,1,1,4065.0,1,1.0,2.18,78.0,737,401.13,317.0,0.0,0.0,0.0,0.0,0.0
anime,012e52c94591d03276d369c2607e21b994daab51,False,0.005360169753428171,0,True Negative,1547500256,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,738,402.13,0.0,0.0,0.0,0.0,0.0,0.0
material-ui,cbf3503a54e3f05fcfe4011f82e6642fedc2bd05,False,0.000721432997536675,0,True Negative,1547502862,1,1,0,0.0,0,0,0.0,0,0.0,0.0,0.0,2506,1137.37,957.0,0.0,0.0,0.0,0.0,0.0
material-ui,f6353cdd15b954091c3f53498eb7de198755b740,False,0.0016363267949422982,0,True Negative,1547503143,2,3,0,0.0,0,0,0.0,0,0.0,0.0,0.0,2507,1138.37,652.0,0.0,0.0,0.0,0.0,0.0
material-ui,ba1cc36b58f1308f1223789c533dbc643c6f4583,False,0.0015565191234417784,0,True Negative,1547503260,2,2,0,0.0,0,0,0.0,0,0.0,0.0,0.0,2508,1139.37,990.5,0.0,0.0,0.0,0.0,0.0
react,edb1f595649b013a59a18f43c03a57035ddea19e,True,0.9586898764294052,1,True Positive,1547506402,1,4,7,0.2474599999999999,249,2,288.86,1,24.0,4.26,13.14,308,164.82,140.0,0.0,0.0,0.0,5.0,1.0
meteor,2afe4770169d8e3c155469e9e7bc69f17bcf876e,True,0.06621905508086992,0,False Negative,1547509563,1,1,1,0.0,1,1,64.0,0,11.0,0.33,483.0,4465,1797.95,1712.0,0.0,0.0,0.0,0.0,0.0
react,0fc15475139206f1f999b5c16bbe6f90142e936a,False,0.31983537613249924,0,True Negative,1547514015,1,1,1,0.0,2,1,491.0,1,13.0,31.25,45.0,42,19.02,12.0,0.0,0.0,0.0,0.0,0.0
meteor,a89b34c4c2d8335b337355eb61c382949ff762d9,False,0.2623563755329394,0,True Negative,1547514916,2,2,2,0.35218,9,9,975.0,1,24.0,94.76,159.5,4466,1798.8,1604.0,0.0,0.0,0.0,0.0,0.0
react,7ad9806d114bea575300394e84a1bb4ef2b4a329,False,0.324860892336764,0,True Negative,1547516367,1,1,1,0.0,3,2,492.0,0,14.0,0.03,46.0,43,20.02,13.0,0.0,0.0,0.0,0.0,0.0
react,0ca628b216edc1ea3f06917c1717b0ae939e48db,False,0.33671129132901517,0,True Negative,1547517123,1,2,3,0.655459,5,5,46.0,1,1.0,43.27,1.0,309,165.79,120.0,0.0,2.0,4.0,4.0,0.0
parcel,a4eb94ec04caeaf0122f72368b677336939e2667,False,0.6262011810981226,1,False Positive,1547517778,1,2,2,0.210758,30,33,867.0,1,8.0,44.36,12.0,9,7.72,8.0,0.0,0.0,0.0,1.0,0.0
